gene	chr	pos	neg_log10_pvalue
Gene_5547	chr13	37470486	0.376998
Gene_3840	chr6	170374723	0.100853
Gene_3418	chr12	83981700	0.503117
Gene_6899	chr17	61229264	0.136602
Gene_1663	chr2	162319589	0.151234
Gene_3079	chr3	5405127	0.256218
Gene_2009	chr11	93599728	0.016407
Gene_3623	chr7	20801203	0.175800
Gene_2031	chrX	122359020	0.742979
Gene_5731	chr18	29222386	0.828674
Gene_2026	chr14	105857382	0.033840
Gene_7777	chr15	16777401	3.862230
Gene_2029	chr9	70202471	0.092189
Gene_3961	chr3	196458894	0.792086
Gene_6209	chr5	127610036	0.600099
Gene_1269	chr8	51129283	0.230488
Gene_1267	chr8	116798574	0.043279
Gene_3014	chr7	3243900	0.001106
Gene_5631	chr14	83175800	1.057834
Gene_1358	chr11	38856860	0.547922
Gene_6713	chr7	38117640	0.337377
Gene_6516	chr7	89092448	0.615521
Gene_0656	chr9	38015178	0.079877
Gene_6039	chr8	114744024	0.090358
Gene_0419	chr5	83249672	0.600680
Gene_5282	chr2	111573534	0.202860
Gene_2807	chr4	36063081	0.032912
Gene_7926	chr11	3426696	3.536072
Gene_2128	chr5	33905345	0.061639
Gene_0506	chr1	8982	0.132485
Gene_3634	chr4	52515888	0.303748
Gene_7216	chr2	138686027	0.437953
Gene_7884	chr3	51969548	3.300087
Gene_2083	chr6	29775634	0.361610
Gene_5535	chr18	30459235	0.199839
Gene_1192	chr4	30115769	0.678073
Gene_6252	chr16	10340926	0.725760
Gene_1282	chr18	26343927	0.218865
Gene_2099	chr1	90534148	0.013307
Gene_6145	chr4	28002957	0.428879
Gene_5527	chrX	9983537	0.410895
Gene_1048	chr11	39425137	0.275652
Gene_0862	chr13	73179382	0.343483
Gene_0894	chr9	81561340	0.677591
Gene_0157	chr3	123324460	0.902882
Gene_5531	chr6	100740644	0.104874
Gene_7802	chr6	87495256	3.203871
Gene_1169	chr12	122238643	0.015453
Gene_2810	chr7	46013240	0.454638
Gene_5520	chr3	804070	0.315171
Gene_0191	chr19	46070310	0.021863
Gene_7400	chrX	58031234	0.762640
Gene_7736	chr21	44298373	3.255182
Gene_3086	chr10	104245167	0.676707
Gene_1629	chr16	18797829	0.166897
Gene_5183	chr9	113616580	0.826957
Gene_1383	chr2	110843529	1.000505
Gene_1919	chr1	210302654	0.290445
Gene_4712	chr17	81356578	0.413772
Gene_6237	chr16	71646536	0.195786
Gene_7266	chr2	77005550	0.608924
Gene_5045	chr4	28668008	0.827777
Gene_0235	chr4	146288563	0.284747
Gene_3720	chr16	50374000	0.161016
Gene_4488	chrY	24554599	0.449945
Gene_5898	chr9	86030205	0.086186
Gene_4914	chrX	133263922	0.320668
Gene_5376	chr12	124619677	0.325499
Gene_1611	chr6	16681716	0.220923
Gene_0004	chr1	62456831	0.222834
Gene_1676	chr5	84950448	0.172234
Gene_5204	chr19	51092046	0.283229
Gene_3336	chr7	44575732	0.853743
Gene_6917	chr13	46610557	0.108449
Gene_6895	chr14	51336473	0.779876
Gene_6250	chr10	113439020	0.534788
Gene_2543	chr2	108944231	0.065552
Gene_7144	chr5	56552367	0.227012
Gene_2184	chr12	10851057	0.498519
Gene_2693	chr18	10256667	0.851705
Gene_5812	chr6	109603624	0.878156
Gene_0347	chr15	37770534	0.041535
Gene_4104	chrY	24823215	0.172598
Gene_0517	chr3	28525319	0.085242
Gene_2002	chr10	2636595	0.170876
Gene_5948	chr11	40370195	0.644397
Gene_1266	chr4	52615951	0.251877
Gene_7090	chr1	19172771	0.303024
Gene_5057	chr8	143763258	0.010633
Gene_0211	chr15	83490702	0.207636
Gene_5474	chr12	61808415	0.091279
Gene_7982	chrX	115269965	3.307194
Gene_6014	chr1	62705065	0.026606
Gene_1513	chrY	37792846	1.003152
Gene_7970	chr13	642625	3.593398
Gene_5659	chr4	164623215	0.219999
Gene_4429	chr5	70344424	0.387224
Gene_2815	chr2	39126899	0.113008
Gene_7096	chr21	43168369	0.181689
Gene_1955	chrX	30700545	0.532725
Gene_1298	chr2	195765685	0.050127
Gene_4284	chr1	54069293	0.119880
Gene_6176	chr7	153078765	0.508587
Gene_1582	chr2	97397204	0.109059
Gene_0818	chr11	116088337	0.966423
Gene_0138	chr5	76114773	0.943531
Gene_6281	chr6	114573685	0.379434
Gene_6380	chrX	120079481	0.032691
Gene_5027	chr12	46406628	0.662573
Gene_2706	chr2	120411506	0.041973
Gene_6343	chr7	74828281	0.298997
Gene_6092	chr12	127663986	0.127898
Gene_6518	chr1	2884510	0.062029
Gene_6878	chr4	163092193	0.106073
Gene_5345	chr1	244070091	0.296506
Gene_2866	chr3	184065910	0.653847
Gene_0921	chr13	62532336	0.008358
Gene_1449	chr10	37503677	0.063385
Gene_2533	chr6	103649486	0.013115
Gene_4275	chr6	94862976	0.057174
Gene_0987	chr8	108382458	0.576239
Gene_3363	chr6	162878180	0.592132
Gene_0547	chr1	151390407	0.380286
Gene_5467	chr20	22369062	0.046009
Gene_3349	chr1	226872566	0.199897
Gene_3846	chr7	7872790	0.284564
Gene_5987	chr7	8541963	0.220390
Gene_0861	chr4	94292638	0.077589
Gene_4681	chr11	68288433	0.541848
Gene_3095	chr9	123155213	0.530969
Gene_2389	chr12	66970990	1.014883
Gene_3098	chr10	60873948	0.157389
Gene_2459	chr16	22216451	0.724606
Gene_1587	chr20	20986636	0.071146
Gene_3778	chr2	153591224	0.079889
Gene_7897	chr19	36971131	3.108772
Gene_3477	chr1	106471628	0.284761
Gene_1746	chrX	12095285	0.004200
Gene_4316	chr2	112481438	1.240350
Gene_3397	chr21	2591091	0.453253
Gene_0919	chr11	124254086	0.019824
Gene_1189	chr7	130555876	0.203581
Gene_4000	chr2	137499130	0.016597
Gene_3936	chr2	214234617	0.750028
Gene_4372	chr6	126784199	0.315748
Gene_0946	chr3	122708923	0.456648
Gene_2236	chr15	46816935	0.541139
Gene_2014	chr17	12247906	0.586225
Gene_7029	chr14	2380202	0.152433
Gene_3491	chr7	131326296	0.075876
Gene_6565	chr2	2767050	0.462588
Gene_6525	chr13	55852824	0.202024
Gene_5218	chr11	32510344	0.585800
Gene_4398	chr10	60031868	0.042731
Gene_7878	chr9	56986126	3.226936
Gene_3579	chr11	64719034	0.247071
Gene_7030	chr3	89873940	0.561330
Gene_6228	chr8	135894732	0.480020
Gene_2397	chr1	5891710	0.240832
Gene_4422	chr13	67265909	0.132022
Gene_1390	chr15	31755669	0.282439
Gene_7064	chr1	57275967	0.307585
Gene_7255	chr2	236280085	0.187957
Gene_4200	chr11	44009394	0.343867
Gene_5387	chrX	18247783	0.582092
Gene_4603	chr6	165686102	0.933349
Gene_1002	chr6	145536761	0.949534
Gene_2950	chrX	145229560	0.972651
Gene_6417	chr9	33001784	0.050640
Gene_1439	chr11	18233315	0.083238
Gene_1899	chr13	70548405	0.014425
Gene_0164	chr10	87638859	0.213941
Gene_1904	chr11	53493867	0.135023
Gene_4740	chr12	31176620	0.002236
Gene_1160	chr8	141925827	0.918015
Gene_0097	chr11	37705668	0.771742
Gene_4210	chr3	185191690	0.170486
Gene_3182	chr1	38020376	0.663312
Gene_5598	chr5	86860714	0.241301
Gene_7173	chr8	115106629	0.973801
Gene_3531	chr7	55363944	0.486595
Gene_2226	chr9	103651803	0.192907
Gene_6025	chr5	19453371	0.049674
Gene_6781	chr15	4895870	0.544632
Gene_4261	chr9	111445304	0.320883
Gene_5491	chr1	86214978	0.569157
Gene_4048	chr8	45161954	0.404405
Gene_7806	chr11	119628612	3.622208
Gene_3072	chr10	91346597	0.276288
Gene_6422	chr12	67181129	0.002291
Gene_1730	chr7	60657884	0.029488
Gene_2449	chr11	72279293	0.098955
Gene_5312	chr10	41105009	0.064252
Gene_2727	chr5	57526839	0.959431
Gene_6873	chr6	146626729	0.369340
Gene_5220	chr18	14938497	0.100837
Gene_7532	chr13	38076453	0.061295
Gene_7235	chr8	41285778	0.295687
Gene_4271	chr5	54645732	0.755326
Gene_1930	chr5	62888351	0.569766
Gene_7848	chr10	107731469	3.577731
Gene_4697	chr8	63615485	0.015602
Gene_4025	chrX	151433237	0.129377
Gene_1404	chr6	110194047	0.133722
Gene_4090	chr11	7632035	0.167430
Gene_1131	chr11	133613972	1.264538
Gene_0283	chr8	42776762	1.049263
Gene_2794	chr3	91347902	0.505525
Gene_0485	chr7	129526223	0.344848
Gene_4117	chr5	140462723	0.190804
Gene_0309	chr2	136199637	1.036419
Gene_2177	chr2	222669716	0.967714
Gene_3899	chr2	223642895	0.383002
Gene_3996	chr19	7577677	0.035687
Gene_3953	chr14	53902682	0.174290
Gene_1872	chr10	104423798	0.205740
Gene_0613	chr7	71199482	0.310375
Gene_2453	chrY	44490523	0.210897
Gene_7645	chr2	192837272	3.376640
Gene_7461	chr2	20449066	0.010172
Gene_7077	chr16	7515589	0.440507
Gene_1180	chr1	149826205	1.039269
Gene_5402	chr4	61950210	0.018295
Gene_2371	chr11	17726001	1.039872
Gene_4981	chrX	101615870	0.448148
Gene_1545	chr5	18786097	0.561601
Gene_6965	chr5	93172807	0.216527
Gene_6009	chr17	45792905	0.071490
Gene_0030	chr21	27706865	0.052763
Gene_4948	chr12	89042909	0.440120
Gene_3956	chr3	61686159	0.067725
Gene_7605	chr2	59069392	3.496592
Gene_5755	chr2	220677092	0.728737
Gene_2036	chr1	153179941	0.096413
Gene_7991	chr6	46147431	3.653985
Gene_6976	chr5	75832787	0.836218
Gene_3915	chrX	139506215	0.567651
Gene_1966	chrY	19939112	0.601470
Gene_7950	chr10	41587773	3.749539
Gene_6832	chr12	9280522	0.267192
Gene_5647	chr10	75302033	0.161083
Gene_2968	chr7	28148681	0.689827
Gene_7115	chr7	115919346	0.203833
Gene_6099	chr2	93366239	0.343991
Gene_3829	chr12	53446654	0.604725
Gene_2320	chr5	89981089	0.823348
Gene_3137	chr4	75758514	0.207370
Gene_6147	chr1	172369590	0.864339
Gene_6570	chr9	83581597	0.618906
Gene_1284	chr20	25627658	0.010030
Gene_6941	chr2	112591821	0.266816
Gene_4491	chr8	15383617	0.464886
Gene_2439	chr3	124719283	0.085507
Gene_6559	chr1	197695269	0.493071
Gene_2705	chr20	7815158	0.564798
Gene_0274	chr7	6498451	0.788832
Gene_3836	chr9	41126025	0.222218
Gene_0057	chr6	113830296	0.442410
Gene_4265	chr14	98193085	0.028377
Gene_7965	chr1	78590810	3.508625
Gene_0719	chr1	79707452	0.240845
Gene_3443	chr9	6373625	0.170507
Gene_3269	chr12	3108959	0.286323
Gene_5815	chr11	107085127	1.209629
Gene_3028	chr2	64342727	0.034985
Gene_1486	chr17	20121518	0.220692
Gene_0155	chr5	158036472	0.526884
Gene_5224	chr11	132702133	0.018046
Gene_5140	chr5	104856616	1.112973
Gene_1197	chr1	123717472	0.385510
Gene_0695	chrX	21670921	0.139963
Gene_2731	chr7	119924100	0.357617
Gene_7009	chr2	208746850	0.610383
Gene_2057	chr10	30558093	1.273014
Gene_1873	chr6	6999994	0.103885
Gene_2475	chrY	19092377	0.104490
Gene_0068	chr9	117875998	0.419764
Gene_4992	chr2	144032344	0.346873
Gene_6658	chr4	7380865	0.729915
Gene_5231	chr9	103083353	0.037123
Gene_1540	chr6	128754697	0.114385
Gene_7327	chrX	13960374	0.385787
Gene_1035	chr15	76569847	0.096748
Gene_0253	chr11	72186696	0.616286
Gene_0386	chr6	145159008	0.402451
Gene_0520	chr4	175846095	0.081534
Gene_6664	chr5	101485614	0.179439
Gene_7893	chr6	12213649	3.340470
Gene_1874	chr11	3143198	0.420016
Gene_7803	chr18	58605045	3.404225
Gene_2886	chr20	28746001	0.877819
Gene_6440	chr3	174188367	0.233437
Gene_3903	chrX	144844928	0.120199
Gene_1662	chrX	33327428	0.139429
Gene_0460	chr6	68105135	0.875241
Gene_4589	chr4	175497953	0.642194
Gene_3703	chr9	86868483	0.034092
Gene_1054	chr8	128667460	0.432481
Gene_6243	chr16	47960166	0.034503
Gene_3719	chr4	57312436	0.552443
Gene_0193	chr2	76328757	0.677704
Gene_4556	chr7	137620883	0.052353
Gene_6201	chr2	2806300	0.491834
Gene_6113	chr9	43933165	0.898723
Gene_3699	chr17	75797962	0.038370
Gene_5010	chr2	91808953	0.078007
Gene_3532	chr13	84169473	0.009909
Gene_5817	chr8	24717511	0.636205
Gene_6386	chr2	37266578	0.303061
Gene_4771	chr9	125245040	0.001725
Gene_4647	chr15	60730142	0.456754
Gene_4918	chr6	29354481	0.870980
Gene_4544	chr21	25629203	0.189629
Gene_4448	chr4	170193952	0.101760
Gene_0280	chr7	85221445	0.967238
Gene_7729	chr4	48222934	3.184134
Gene_1022	chr13	111412311	0.125875
Gene_4864	chr4	57978086	0.631523
Gene_7555	chr7	34899154	0.463038
Gene_4085	chr1	173013049	0.171472
Gene_4295	chr7	38391206	0.727785
Gene_7666	chr14	59400563	4.135040
Gene_6884	chr4	50963533	0.028111
Gene_1412	chr5	105814597	0.465741
Gene_3824	chr4	105896940	0.570424
Gene_1428	chr7	28108208	0.169959
Gene_4343	chr9	87657736	0.040038
Gene_1506	chr9	82023785	0.109654
Gene_2304	chr7	142827436	0.422210
Gene_1572	chr6	158850165	0.501653
Gene_2262	chr2	213498489	0.052149
Gene_0843	chr10	105615331	0.598408
Gene_0751	chrX	149244021	1.106411
Gene_7633	chr11	51274616	4.063311
Gene_2272	chr20	45645837	0.119638
Gene_6297	chr15	81591434	0.084152
Gene_2158	chr5	78460371	0.653723
Gene_6947	chr2	111751001	0.020076
Gene_7108	chr8	75210975	0.255739
Gene_6329	chr3	189156336	0.107174
Gene_5173	chr6	92759637	0.213939
Gene_6203	chrX	6641405	0.063309
Gene_1992	chr3	72176444	0.581102
Gene_5667	chr17	62128681	0.003605
Gene_2423	chr15	52462235	0.241363
Gene_2946	chr13	4242547	0.191114
Gene_4648	chr8	17974103	0.235829
Gene_0600	chr5	98283353	0.135581
Gene_7997	chr2	71162780	3.243733
Gene_7012	chr18	71885059	0.354435
Gene_1961	chr1	189836845	0.654722
Gene_5131	chr13	81902876	0.229582
Gene_6016	chr3	71136741	0.681494
Gene_3817	chr2	60869903	0.698975
Gene_5135	chr6	82583824	0.427369
Gene_5019	chr1	153465339	0.206875
Gene_2148	chrY	15284498	0.609246
Gene_7105	chr1	189025905	0.354449
Gene_2692	chr12	73622503	0.675658
Gene_7779	chr20	56744634	3.206857
Gene_2914	chrX	120445007	0.306439
Gene_1319	chrX	5034972	0.021739
Gene_5024	chr1	3804131	1.162139
Gene_5170	chr8	74145833	0.326361
Gene_6772	chr15	98729742	0.849447
Gene_4229	chr2	173421557	0.174148
Gene_4768	chr21	32119319	0.114990
Gene_6983	chr6	3414058	0.207768
Gene_3276	chr13	55169299	0.028179
Gene_3384	chrX	87844762	0.428547
Gene_4651	chr19	19971190	0.050814
Gene_1769	chrY	49116726	0.318795
Gene_7919	chr11	27784448	3.091423
Gene_7413	chr16	29999369	0.186939
Gene_0350	chr5	147561584	0.192743
Gene_4362	chr5	36358060	0.385512
Gene_5853	chr6	158748846	0.034275
Gene_2758	chr5	162943733	0.478091
Gene_0674	chr18	24823751	0.364377
Gene_0726	chr14	18455792	0.285601
Gene_2432	chr3	33243313	0.119116
Gene_0846	chr14	27713488	0.561987
Gene_3898	chr2	214058113	0.045384
Gene_0207	chr19	4940953	0.351389
Gene_2199	chr10	104886488	0.076849
Gene_0340	chr12	36536332	0.065170
Gene_5146	chr3	123856475	0.536626
Gene_2354	chr13	34963832	0.309188
Gene_0727	chr7	41528843	0.121213
Gene_7488	chr6	136207899	0.001480
Gene_1498	chr2	24261567	0.293117
Gene_3984	chr11	50263636	0.018607
Gene_7336	chr11	77754125	0.047717
Gene_0017	chr11	34906904	0.123296
Gene_0168	chr8	22939260	0.438490
Gene_6536	chr12	118873122	0.607944
Gene_1371	chr9	43877103	1.197488
Gene_5249	chr6	159389773	0.070758
Gene_7023	chr6	131049625	0.620602
Gene_7986	chr11	40336672	3.197296
Gene_1341	chr2	175367129	0.266184
Gene_6489	chr5	42481949	0.331029
Gene_4586	chr3	148296760	0.132024
Gene_1601	chr9	136919551	0.641246
Gene_4554	chr21	8537188	0.121571
Gene_2711	chr8	5875446	0.127298
Gene_6146	chr7	11838037	0.347709
Gene_1034	chr16	72593045	0.324784
Gene_2477	chr2	125869686	0.129878
Gene_7814	chr13	20580307	3.118222
Gene_0258	chr7	19939320	0.030472
Gene_1557	chr10	68043679	0.683978
Gene_0993	chr20	45871097	0.566081
Gene_1639	chr2	216705217	0.370556
Gene_2419	chr12	32490562	0.026018
Gene_3018	chr20	10756657	0.612602
Gene_2523	chr9	7936155	0.034014
Gene_5828	chr3	2470353	0.305596
Gene_5924	chr6	154099983	0.519450
Gene_3130	chr3	181820189	0.099609
Gene_1827	chr7	39563472	0.984593
Gene_6579	chr6	161750162	0.222506
Gene_0232	chr5	177820818	0.118207
Gene_2834	chr21	25180889	1.023308
Gene_6051	chr10	101163939	0.534618
Gene_7147	chr4	82486925	0.153750
Gene_0760	chr3	17697417	0.052502
Gene_7176	chr22	47331305	0.217839
Gene_1693	chr4	74281802	0.504250
Gene_3502	chrX	112286200	0.621773
Gene_6299	chr12	115975294	0.115693
Gene_3372	chr17	22929737	0.107917
Gene_4379	chr2	221679123	0.525760
Gene_6630	chr9	1715028	0.824657
Gene_5792	chr3	141573613	0.129199
Gene_0120	chr13	106301999	0.211686
Gene_2672	chr5	172161857	0.288442
Gene_5259	chr13	44097519	0.238333
Gene_0850	chr6	30245036	0.375770
Gene_1924	chr12	19465432	0.177129
Gene_4129	chr9	126075918	0.222851
Gene_7640	chr17	5200442	3.583152
Gene_6035	chr17	3616178	0.128817
Gene_5329	chr7	93203256	1.246975
Gene_7569	chr2	178684754	0.051620
Gene_0557	chr4	151594438	0.294810
Gene_0310	chr11	66563817	1.055161
Gene_1112	chrY	8237181	0.153284
Gene_1265	chr11	72792919	0.112939
Gene_6090	chr9	96765448	0.148237
Gene_6988	chr1	74561589	0.181308
Gene_7453	chr13	95301976	0.710630
Gene_0106	chr2	9195169	0.890797
Gene_7733	chr1	29987851	3.401286
Gene_7254	chr5	159813513	0.433359
Gene_2590	chr3	101096370	0.498645
Gene_1836	chr13	98263822	0.249585
Gene_2841	chr9	25802305	0.857271
Gene_3923	chr6	156489600	0.069292
Gene_6141	chr11	125426524	0.195025
Gene_4597	chr6	144352412	0.248542
Gene_3480	chr12	123462148	0.196246
Gene_7576	chr7	5886814	0.925845
Gene_4995	chr9	51985635	0.590728
Gene_7560	chr12	113247513	0.359604
Gene_1025	chr12	127119979	0.120538
Gene_4791	chr15	91994588	0.382403
Gene_6910	chrX	59516908	0.001019
Gene_5083	chr11	45881040	0.718183
Gene_0073	chr8	73279070	0.243932
Gene_3558	chr5	62505217	0.586790
Gene_7847	chr12	118727669	4.432140
Gene_1360	chr15	90840119	0.822500
Gene_3546	chr20	26342877	0.566414
Gene_1958	chr10	54516221	0.005303
Gene_6057	chr1	50552769	0.944113
Gene_7891	chr8	44163924	3.026402
Gene_2314	chr15	26127620	0.194362
Gene_3129	chr5	62011453	0.539488
Gene_1233	chr2	73068282	0.048279
Gene_5438	chrX	13111002	0.489474
Gene_6429	chr8	60556237	0.100088
Gene_2933	chr6	97041728	0.121171
Gene_7534	chr8	138497294	0.360227
Gene_7889	chr14	15762221	3.582806
Gene_3042	chr2	231299387	0.571028
Gene_7331	chr1	241862847	0.456891
Gene_2413	chr11	71912694	0.137126
Gene_2115	chr13	24026710	0.293757
Gene_7362	chr4	158020875	0.101845
Gene_5041	chr19	37227980	0.502516
Gene_4814	chr4	103181147	0.226108
Gene_2068	chr10	80084665	0.036045
Gene_1929	chr4	51792864	0.273641
Gene_5619	chr8	66791651	0.342173
Gene_3369	chr11	129686297	0.190731
Gene_0599	chr18	51847346	0.648469
Gene_6681	chr11	87671233	0.316132
Gene_0285	chr12	132553386	0.007931
Gene_5107	chr20	4510466	0.221173
Gene_7607	chr13	15662495	3.348121
Gene_6137	chrY	44949681	0.572186
Gene_3560	chr3	155713587	0.157089
Gene_5254	chr3	157787247	0.179982
Gene_1117	chrY	9671833	0.911222
Gene_6726	chr2	86332885	0.235082
Gene_0960	chr9	105263802	0.692308
Gene_4377	chr14	101805549	0.955850
Gene_6944	chr14	92355571	0.072185
Gene_1336	chr1	216789842	0.120286
Gene_2263	chr20	20515135	0.665544
Gene_4933	chr5	117609074	0.297481
Gene_0110	chr5	25952697	0.968080
Gene_0765	chrX	110089668	0.352671
Gene_1666	chr22	7921276	0.241897
Gene_0471	chr1	232256216	0.410866
Gene_5064	chr3	31236614	0.445720
Gene_5810	chr17	28586910	0.363222
Gene_1625	chr6	116250596	0.660353
Gene_5729	chr20	33123322	0.123135
Gene_3887	chr3	40544256	0.010447
Gene_4717	chr1	84793314	0.398115
Gene_7921	chr5	55503835	3.142428
Gene_1939	chr3	38083533	0.095628
Gene_0065	chr2	243762	0.221199
Gene_3476	chr4	89668480	0.279686
Gene_5608	chr4	37254051	0.068114
Gene_0572	chrX	25118570	0.430992
Gene_7920	chrX	38821449	3.164599
Gene_7419	chr10	101670864	0.028003
Gene_0504	chr7	115784732	0.387918
Gene_2839	chr18	38559837	0.202168
Gene_0791	chr20	13588165	0.277720
Gene_1856	chr2	2778551	0.092713
Gene_0380	chr12	47556635	1.045928
Gene_7936	chr13	83649586	3.552660
Gene_1309	chr12	126499895	0.216815
Gene_7876	chr7	25414770	3.307477
Gene_5913	chr6	71828430	0.448458
Gene_2355	chr14	47365278	0.379825
Gene_6540	chr5	117399526	0.241766
Gene_1294	chr7	155919251	0.217707
Gene_4836	chr1	878270	0.322588
Gene_5108	chr13	51830739	0.056471
Gene_0653	chr14	49361664	0.074318
Gene_2050	chr7	131479203	0.602590
Gene_7014	chr15	54553135	0.311157
Gene_4470	chr4	180584289	0.112529
Gene_2754	chr11	12838536	0.356271
Gene_1255	chr2	83926832	0.530237
Gene_6979	chr5	60264212	0.236588
Gene_4625	chr3	159604520	0.298401
Gene_7089	chr5	48219280	0.050089
Gene_4592	chr5	71742437	0.232749
Gene_4758	chr3	44234355	0.818827
Gene_4558	chr11	88981836	0.964227
Gene_6058	chr8	66958800	0.241363
Gene_0187	chr16	51600079	0.022953
Gene_5461	chr13	75973586	0.846016
Gene_3105	chr6	101142036	0.141818
Gene_7094	chr9	124405610	0.936807
Gene_0039	chr1	76608757	0.490445
Gene_3401	chr2	188549512	0.530726
Gene_3781	chr5	31007127	0.247547
Gene_4138	chr4	69616778	0.769508
Gene_1835	chr13	113105140	0.472533
Gene_1600	chr15	21614052	0.792934
Gene_1427	chr1	49522277	0.211574
Gene_6355	chr7	30518307	0.297424
Gene_4440	chr8	82006718	0.551317
Gene_6350	chr17	2755749	0.276522
Gene_3138	chr13	55776487	0.263499
Gene_5341	chr11	92691117	0.111188
Gene_2296	chr6	20068894	0.035468
Gene_6278	chr7	136709365	0.237477
Gene_3613	chr6	2135622	0.828079
Gene_2604	chr6	96786227	0.010813
Gene_6528	chr10	28573756	0.097420
Gene_4679	chr8	144135606	0.001788
Gene_0666	chr14	96187665	0.006831
Gene_6251	chr13	106425539	0.633863
Gene_4057	chrX	17025507	0.507960
Gene_5184	chr6	122120591	0.473112
Gene_7059	chr18	75180470	0.804223
Gene_6306	chr9	115117649	0.028143
Gene_5952	chr1	224037849	0.356895
Gene_3631	chrX	144630468	0.059289
Gene_6799	chr11	130360893	0.055602
Gene_5508	chr4	67860112	0.001116
Gene_0522	chr12	105863192	0.069129
Gene_6017	chr5	123351855	0.652189
Gene_3181	chr5	121249194	0.218741
Gene_0028	chr7	87271949	1.179751
Gene_5813	chr1	36742451	0.619524
Gene_1244	chr4	150164585	0.030111
Gene_6512	chr8	8896846	0.483668
Gene_5760	chr2	182482095	0.686896
Gene_1539	chr3	85464094	0.141233
Gene_4939	chr7	84471779	0.249171
Gene_7828	chr2	44924781	3.033186
Gene_1467	chr5	17331917	0.997058
Gene_2146	chr6	159656867	0.359413
Gene_5241	chr2	212346263	0.397038
Gene_2019	chr16	51484066	0.354253
Gene_4159	chr10	128657298	0.491114
Gene_7623	chr11	130837580	3.267635
Gene_0842	chrX	78508637	0.028602
Gene_0615	chr1	55053386	1.204606
Gene_5373	chr9	889516	0.226683
Gene_5891	chr2	145153687	0.292244
Gene_5737	chr4	68604599	0.140749
Gene_3346	chr11	61008099	0.477468
Gene_2592	chr16	50813186	0.007717
Gene_3506	chr2	177925976	0.011301
Gene_4962	chr4	118923501	0.075621
Gene_4420	chr2	116723771	1.096344
Gene_5413	chr6	72785276	0.499824
Gene_1634	chrY	34429908	0.443861
Gene_0010	chr16	5420279	0.641751
Gene_4826	chr16	1767589	1.005222
Gene_6959	chr5	61245706	1.098336
Gene_7212	chr10	18216809	1.262803
Gene_3591	chr11	128790642	0.315127
Gene_7681	chrX	35870007	3.355217
Gene_0250	chr12	108449934	0.709553
Gene_0580	chr20	5197536	0.461904
Gene_5281	chr9	67204721	0.324577
Gene_2512	chr21	45663298	1.099945
Gene_2152	chr4	95174481	0.342948
Gene_5217	chr5	145368111	0.373757
Gene_5105	chr1	17482131	0.032427
Gene_2104	chrX	114049976	0.522188
Gene_6170	chrX	132878752	0.285312
Gene_0431	chr16	62392039	0.371818
Gene_3189	chr5	141552535	0.163910
Gene_3752	chr7	141522752	0.409098
Gene_3291	chr6	145040771	0.208926
Gene_0780	chr13	19094791	0.288555
Gene_2783	chr2	79297574	0.236630
Gene_2667	chr12	16843755	0.143187
Gene_2255	chr17	57080496	0.096059
